Type,Order,Family,Genus,Species,authority,Popular_name_PT,English_name,BR,RR,RB,TP,SG,SB,EM,OC,Habitat use,Depth_category,max_depth_m,Size_category,Maximum_size_cm,Mobility,Geographic_distribution,Trophic_category ,Functional group,Potencial de dispersão,Rafting,Targeted_species_fisheries,IUCN,National list,Brazilian Province,Argentine,North Islands,Central Islands,PML-PAMA,Northeast with PAMA-PML,Northeast,Southeast,Noronha/rocas,Atol,FN,SpSp,PML,PA-MA,CE,RN,PE,PB,AL,CVT,Tri,BA,Abr,ES,ArC,IGr,RJ,SP,PR,SC,URU,ARG,total,BR Endêmico,SWA Endemic,Expatriated,Exotic,References,Museums,OBS,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Opsanus,Opsanus beta ,"(Goode & Bean, 1880)",,,0,1,0,0,1,0,1,0,3,VDEEP,250,MED,30,ROV,WA,MCAR,MCAR,DNP,N,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,,,1,,,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Porichthys,Porichthys kymosemeum,"Gilbert, 1968","Mamangava; Mamangá-liso, Beatriz; Biatriz; Beatinha",,0,1,0,0,0,1,1,0,3,DEEP,92,MED,30,SED,BR,MINV,MINV,DNP,N,0,,DD,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,22,H,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Porichthys,Porichthys oculofrenum,"Gilbert, 1968",,,0,1,0,0,0,1,0,0,2,DEEP,62,SMALL,9,ROV,WA,MCAR,MCAR,DNP,N,0,DD,DD,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,No splink,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Porichthys,Porichthys pauciradiatus,"Caldwell & Caldwell, 1963",,,0,1,0,0,0,1,0,0,2,VSHALL,9,SMALL,7,ROV,WA,MCAR,MCAR,DNP,N,0,,DD,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,No splink,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Porichthys,Porichthys plectrodon,"Jordan & Gilbert, 1882",,,0,1,0,0,0,1,0,0,2,DEEP,100,MED,29,ROV,WA,MCAR,MCAR,DNP,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,,,0,,MZUSP (um registro sem dados e outro da Venezuela),,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Porichthys,Porichthys porosissimus,"(Cuvier, 1829)","Mamangava, mangangá liso; Mangangá; Bacalhau de praia; Ninquim; Peixe-sapo; Bagre; Lucerna;",Southern midshipman,0,1,0,1,0,1,1,0,4,VDEEP,200,MED,35,SED,SA,MINV,MINV,DNP,N,0,,LC,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,9,0,1,,0,"27, 35, 41, 70, 71",D,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Thalassophryne,Thalassophryne montevidensis ,"(Berg, 1893)",Caboza; Mangangá; Tumi-tumi; Niquim,,0,0,0,0,0,1,1,0,2,VDEEP,200,MEDSMALL,22,SED,SA,MINV,MINV,DNP,N,0,,LC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,5,0,1,,0,,,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Thalassophryne,Thalassophryne nattereri,"Steindachner, 1876","Moreiatim; Niqui, Niquim, Niquim-da-areia; Niquim-do-mar",Copper Joe,0,0,0,0,0,1,1,0,2,VDEEP,200,MEDSMALL,22,SED,WA,MINV,MINV,DNP,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,9,0,,,0,"15, 22",H,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Thalassophryne,Thalassophryne punctata,"Steindachner, 1876","Moreiatim, Niquim; Pacamão",,1,0,0,1,0,1,1,0,4,VDEEP,200,MEDSMALL,22,SED,BR,MINV,MINV,DNP,N,0,,DD,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,,0,29,H,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Thalassophryne,Thalassophryne maculosa,"Günther, 1861",,,,,,,,,,,,VDEEP,200,MEDSMALL,20,SED,WA,MINV,MINV,DNP,N,0,VU,,1,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,0,,,,,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Triathalassothia,Triathalassothia argentina,"(Berg, 1897)",,,0,1,0,0,0,0,0,0,1,VDEEP,200,MEDSMALL,22,ROV,SA,MCAR,MCAR,DNP,N,0,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1,,0,71,P,,
OSTEICH,Batrachoidiformes,BATRACHOIDIDAE,Triathalassothia,Triathalassothia lambaloti,"Menezes & Figueiredo, 1998",,,0,1,0,0,0,0,0,0,1,DEEP,,MEDSMALL,,ROV,BR,MCAR,MCAR,DNP,N,0,,NT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,,0,,MZUSP ,,
OSTEICH,Beloniformes,BELONIDAE,Ablennes,Ablennes hians,"(Valenciennes, 1846)",Carapiá; Agulha; Agulha-fita; Agulha-pintada,Flat needlefish,1,1,0,0,1,0,1,1,5,VSHALL,5,LARGE,140,HMO,CT,MCAR,PISC,PEL,N,0,,LC,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,11,0,,,0,"31, 80",,,
OSTEICH,Beloniformes,BELONIDAE,Platybelone,Platybelone argalus,"(Lesueur, 1821)",Agulha; Agulha-branca; Agulhão; Agulhão-lambaio; Carapiá; Peixe-agulha; Timbale; Timucu;,Keeltail needlefish; Keeled Needlefish,1,1,0,0,0,0,0,1,3,VSHALL,5,MED,50,HMO,WA,MCAR,PISC,PEL,N,0,LC,LC,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,9,0,,,0,"24, 70",D,,
OSTEICH,Beloniformes,BELONIDAE,Strongylura,Strongylura marina,"(Walbaum, 1792)",Agulha; Agulha-branca; Agulhão; Agulhão-lambaio; Carapiá; Peixe-agulha; Timbale; Timucu; Agulheta-verde; ,Atlantic Needlefish; Garfish; Needlegar,1,1,0,0,1,0,1,1,5,VSHALL,5,LARGE,111,HMO,WA,MCAR,PISC,PEL,N,1,LC,LC,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,10,0,,,0,,"D, H",,
OSTEICH,Beloniformes,BELONIDAE,Strongylura,Strongylura timucu,"(Walbaum, 1792)",Peixe agulha; Agulha; ,"Atlantic Needlefish, Needlefish; Timucu",1,1,0,1,1,0,1,1,6,VSHALL,3,LARGE,61,HMO,WA,MCAR,PISC,PEL,N,1,,LC,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,15,0,,,0,"9, 12, 31, 57, 69","D, H",,
OSTEICH,Beloniformes,BELONIDAE,Tylosurus,Tylosurus acus,"(Lacepède, 1803)",Agulhão; Agulha; Agulha-preta; Carapiá; Timbale; Agulhão-lambaio; Agulheta-imperial,Agujon needlefish; Houndfish; Atlantic Agujón; ,1,1,0,0,0,0,1,1,4,VSHALL,5,LARGE,153,HMO,"WA, EA",MCAR,PISC,PEL,N,1,,LC,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11,0,,,0,"9, 29, 35, 41, 49",D,,
OSTEICH,Beloniformes,BELONIDAE,Tylosurus,Tylosurus crocodilus,"(Péron & Lesueur, 1821)",Agulha-crocodilo; Agulheta-crocodilo; ,Hound Needlefish,1,1,0,0,0,0,0,1,3,SHALL,13,LARGE,150,HMO,CT,MCAR,PISC,PEL,N,1,,LC,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,,,0,"31, 90",,,
OSTEICH,Perciformes,BLENNIIDAE,Entomacrodus,Entomacrodus aff. vomerinus,Trindade),,,1,1,0,1,0,0,0,0,3,VSHALL,6.1,SMALL,10,SED,BI,HERB,THER,DEG,N,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,70,,,
OSTEICH,Perciformes,BLENNIIDAE,Entomacrodus,Entomacrodus vomerinus,"(Valenciennes, 1836)",,Rockpool blenny,1,1,0,1,0,0,0,0,3,VSHALL,6.1,SMALL,10,SED,"BR, OIB",HERB,THER,DEG,N,0,,LC,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,10,1,1,,0,"10, 15, 18, 24, 29, 37, 58","D, H",,
OSTEICH,Perciformes,BLENNIIDAE,Hypleurochilus,Hypleurochilus brasil,"Pinheiro, Gasparini & Rangel, 2013",,Brazil Blenny,1,1,0,0,0,0,0,0,2,MID,45,SMALL,8.6,SED,BI,MINV,MINV,DEG,N,0,,LC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0,70,D,,
OSTEICH,Perciformes,BLENNIIDAE,Hypleurochilus,Hypleurochilus fissicornis,"(Quoy & Gaimard, 1824)",Marachomba; Maria-da-toca,Combtooth blenny,1,1,0,1,1,0,1,0,5,VSHALL,6.1,SMALL,7.6,SED,"SA, EA",MINV,MINV,DEG,N,0,,LC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,0,1,,0,"27, 35, 41, 59, 60",D,,
OSTEICH,Perciformes,BLENNIIDAE,Hypleurochilus,Hypleurochilus pseudoaequipinnis ,"Bath, 1994",,Oyster blenny,1,1,0,1,0,0,0,0,3,VSHALL,6.1,SMALL,7.6,SED,WA,MINV,MINV,DEG,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,9,0,,,0,"29, 35, 49, 50, 58","D, H",,
OSTEICH,Perciformes,BLENNIIDAE,Hypsoblennius,Hypsoblennius invemar ,"Smith-Vaniz & Acero-P., 1980",,Tessellated blenny;,1,1,0,0,0,0,0,0,2,VSHALL,3,SMALL,4.7,SED,WA,MINV,MINV,DEG,N,0,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,9,0,,,0,"35, 41, 44, 49, 59, 60",D,,
OSTEICH,Perciformes,BLENNIIDAE,Lupinoblennius ,Lupinoblennius paivai ,(Pinto 1958) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
OSTEICH,Perciformes,BLENNIIDAE,Omobranchus,Omobranchus punctatus,"(Valenciennes, 1836)",,Muzzled blenny; Spotted oyster blenny,1,1,0,1,0,0,1,0,4,VSHALL,6,SMALL,9.5,SED,"SA, IP",OMNI,OMNI,DEG,N,0,,,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,10,0,,,1,"35, 75",,,
OSTEICH,Perciformes,BLENNIIDAE,Ophioblennius,Ophioblennius trinitatis ,"Miranda Ribeiro, 1919","Maria-da-toca oceânico, blênio",redllip blenny,1,1,0,0,0,0,0,0,2,MID,50,MEDSMALL,12,SED,"BR, OIB",HERB,THER,DEG,N,0,,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,18,1,1,,0,"10, 15, 16, 22, 24, 29, 37, 41, 51, 60,70","D, H",,
OSTEICH,Perciformes,BLENNIIDAE,Parablennius,Parablennius marmoreus,"(Poey, 1876)","Maria-da-toca-das-algas, blênio",Seaweed blenny,1,1,1,1,1,0,1,0,6,VSHALL,10,SMALL,8.5,SED,WA,OMNI,OMNI,DEG,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,11,0,,,0,"29, 35, 37, 41, 44, 49, 57, 59, 60",D,,
OSTEICH,Perciformes,BLENNIIDAE,Parablennius,Parablennius pilicornis,"(Cuvier, 1829)","Maria-da-toca-das-pedras, blênio, Macaco-ouro",Rock blenny; Ringneck blenny;,1,1,0,1,0,0,0,0,3,SHALL,20,SMALL,8.5,SED,"SA, EA",OMNI,OMNI,DEG,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,9,0,,,0,"9, 10, 27, 35, 41, 44, 49, 58, 59, 60","D, H",,
OSTEICH,Perciformes,BLENNIIDAE,Scartella,Scartella cristata,"(Linnaeus, 1758)",Macaco-verde; Marachomba; ,Molly miller,1,1,0,1,1,0,1,0,5,VSHALL,5,SMALL,10,SED,"WA, EA",HERB,THER,DEG,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,16,0,,,0,"9, 10, 14, 15, 21, 27, 41, 44, 49, 57, 58, 67","D, H",,
OSTEICH,Perciformes,BLENNIIDAE,Scartella,Scartella itajobi ,"Rangel & Mendes, 2009",,,1,1,0,1,0,0,0,0,3,VSHALL,5,SMALL,10,SED,BI,HERB,THER,DEG,N,0,,LC,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,"24, 73, 74",,,
OSTEICH,Perciformes,BLENNIIDAE,Scartella,Scartella poiti ,"Rangel, Gasparini & Guimarães, 2004",Maria-da-toca; Moréia-de-trindade,,1,1,0,1,0,0,0,0,3,VSHALL,1,SMALL,8.5,SED,BI,HERB,THER,DEG,N,0,,LC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,70,D,,
OSTEICH,Pleuronectiformes,BOTHIDAE,Bothus,Bothus lunatus,"(Linnaeus, 1758)","Linguadinho pavão, linguado, tapa; solha;",Peacock flounder; Plate fish,1,1,1,1,1,1,1,0,7,DEEP,120,MED,46,ROV,"WA, OIB, MAR, EA",MINV,MINV,PEL,N,1,,LC,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,15,0,,,0,"9, 10, 15, 24, 29, 33, 37, 70",D,,
OSTEICH,Pleuronectiformes,BOTHIDAE,Bothus,Bothus maculiferus,"(Poey, 1860)",Linguado manchado,Mottled flounder,0,1,0,0,1,1,1,0,4,VSHALL,6.1,MEDSMALL,25,ROV,"WA, OIB",MINV,MINV,PEL,N,1,,LC,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,0,,,0,41,P,,
OSTEICH,Pleuronectiformes,BOTHIDAE,Bothus,Bothus ocellatus,"(Agassiz, 1831)",Linguadinho ocelado; linguado; tapa; Linguado-arco-íris,Eyed flounder,1,1,1,0,1,1,0,0,5,VDEEP,120,MEDSMALL,15,ROV,WA,MINV,MINV,PEL,N,1,,LC,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,15,0,,,0,"21, 29, 30, 35, 37, 41, 51, 59, 70","D, H, P",,
OSTEICH,Pleuronectiformes,BOTHIDAE,Bothus,Bothus robinsi,"Topp & Hoff, 1972",Solha,Twospot flounder,0,1,0,0,1,1,1,0,4,VDEEP,110,MEDSMALL,15,ROV,WA,MINV,MINV,PEL,N,1,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,8,0,,,0,"35, 65",D,,
OSTEICH,Perciformes,BOVICHTHYIDAE,Bovichtus,Bovichtus argentinus,"MacDonagh, 1931",,,0,1,0,0,0,0,0,0,1,DEEP,70,MEDSMALL,28,ROV,SA,MCAR,MCAR,PEL,N,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,71,,,
OSTEICH,Perciformes,BOVICHTHYIDAE,Cottoperca,Cottoperca gobio,"(Günther, 1861)",,,0,1,0,0,0,0,0,0,1,VDEEP,400,LARGE,80,ROV,"SA, EP",MCAR,MCAR,PEL,N,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,0,71,,,
OSTEICH,Ophidiiformes,BYTHITIDAE,Ogilbia,Ogilbia sp.1(Abrolhos),,,,1,0,0,0,0,1,0,0,2,,,SMALL,,ROV,BR,MINV,MINV,LIV,N,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,0,29,MZUSP,,
OSTEICH,Ophidiiformes,BYTHITIDAE,Stygnobrotula,Stygnobrotula latebricola ,"Böhlke, 1957",Viúva-negra,Black widow,1,1,0,0,0,0,0,0,2,SHALL,15,SMALL,7.6,SED,WA,MINV,MINV,LIV,N,0,LC,NT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,,,0,16,D,,
OSTEICH,Perciformes,CALLIONYMIDAE,Callionymus,Callionymus bairdi,"Jordan, 1888",Dragãozinho,Lancer drangonet,1,1,1,0,1,0,0,0,4,DEEP,90,MEDSMALL,12,SED,"WA, OIB, MAR, EA",MINV,MINV,PEL,N,0,,LC,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,16,0,,,0,"21, 22, 31, 41, 49, 60, 70","D, H",,
OSTEICH,Perciformes,CARANGIDAE,Alectis,Alectis ciliaris,"(Bloch, 1787)",Xaréu-branco; Abacataia; Aleto; Aracangüira; Galo; Galo do Alto; Galo-de-fita; Peixe-galo-do-brasil,African pompano; Threadfin; Pennant trevally,1,1,0,0,0,0,0,1,3,DEEP,100,LARGE,130,HMO,CT,MCAR,MCAR,PAD,N,1,LC,LC,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,18,0,,,0,"15, 22, 24, 41, 51, 62,70",,,
OSTEICH,Perciformes,CARANGIDAE,Carangoides,Carangoides bartholomaei,"(Cuvier, 1833)",Xarelete-amarelo; Guarajuba; ,Yellow Jack,1,1,1,1,1,0,0,1,6,DEEP,70,LARGE,90,HMO,"WA, OIB, EA",MCAR,PISC,PAD,Y,1,,LC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,22,0,,,0,"9, 10, 15, 21, 22, 24, 29, 37, 41, 49, 51, 57, 67, 70",D,,
OSTEICH,Perciformes,CARANGIDAE,Carangoides,Caranx crysos,"(Mitchill, 1815)",Carapau; Xarelete; Cavaco; Chumberga; Guaraçu; Guarajuba; Guaricema; Solteira; Xaréu-dourado; Xaréu-preto; ,Blue runner; Crevalle; Hardtailed Jack; Jack; Runner; ,1,1,1,1,1,0,1,1,7,DEEP,100,LARGE,70,HMO,"WA, OIB, MAR, EA",MCAR,MCAR,PAD,Y,1,LC,LC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0,,,0,"15, 21, 22, 24, 29, 33, 37, 41, 44, 49, 51, 70","D, H",,
OSTEICH,Perciformes,CARANGIDAE,Carangoides,Carangoides ruber,"(Bloch, 1793)",Xarelete-azul; Xaréu Carvoeiro; Graçaim,Bar Jack; Skipjack,1,1,1,0,1,0,0,1,5,MID,106,LARGE,60,HMO,"WA, OIB, MAR",MCAR,MCAR,PAD,Y,1,,LC,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,21,0,,,0,"22, 29, 31, 41, 49, 51, 70",,,
OSTEICH,Perciformes,CARANGIDAE,Caranx,Caranx hippos,"(Linnaeus, 1766)",Xaréu; Aracaroba; Aracimbora; Cabeçudo; Carimbamba; Guaracema; Guaracimbora; Guiará; Xarelete; Xaréu-roncador; Xaréu-vaqueiro; Xexém,Crevalle jack; Horse Crevalle; Cavally; Common Jack; Jack Crevalle,1,1,0,0,0,0,1,0,3,VDEEP,350,LARGE,100,HMO,"WA, EA",MCAR,MCAR,PAD,Y,1,,LC,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,19,0,,,0,"9, 15, 24, 29, 41, 49, 62, 69, 70","D, H",,
OSTEICH,Perciformes,CARANGIDAE,Caranx,Caranx latus,"Agassiz, 1831",Xaréu Olhãp; Guarajuba; Araximbora; Carapau; Guaracimbora; Guarassuma; Guaricema; Xarelete; Guaraiuba,Atlantic Horse-Eye Jack; Crevalle; Crevalle Jack; Goggle-Eye Jack; Horse-Eye Trevally,1,1,1,1,0,1,1,1,7,VDEEP,140,LARGE,100,HMO,"WA, OIB, MAR, EA",MCAR,MCAR,PAD,Y,1,,LC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,0,,,0,"9, 10, 12, 14, 15, 21, 22, 37, 41, 44, 49, 51, 57, 68, 69, 70","D, H",,
OSTEICH,Perciformes,CARANGIDAE,Caranx,Caranx lugubris,"Poey, 1860",Xaréu-preto; Ferreiro,Black Jack,1,1,1,1,0,0,0,1,5,VDEEP,350,LARGE,90,HMO,CT,MCAR,PISC,PAD,Y,1,,LC,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,14,0,,,0,"12, 15, 24, 31, 70",H,,
OSTEICH,Perciformes,CARANGIDAE,Chloroscombrus,Chloroscombrus chrysurus,"(Linnaeus, 1766)",Alumínio; Caracaxá; Carapau; Folha; Folha-de-mangue; Juvá; Pilombeta;  Polombeta; Vento-leste; ,Atlantic bumper; Yellowtail; ,1,1,1,0,0,1,1,0,5,DEEP,55,MED,35,HMO,"WA, EA",PLANK,DPLA,PAD,Y,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,14,0,,,0,"9, 21, 29, 35, 44, 49, 68","D, H",,
OSTEICH,Perciformes,CARANGIDAE,Decapterus,Decapterus macarellus,"(Cuvier, 1833)",Xixarro; Cavalinha; Cavalinha-de-reis; Xixarro-alamarim; Xixarro-branco; Xixarro-cavala,Mackerel scad;  Cigarfish,1,1,0,0,0,0,0,1,3,VDEEP,200,MED,40,HMO,CT,MCAR,MCAR,PAD,Y,2,,DD,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,17,0,,,0,"22, 24, 31, 35, 41, 70",D,,
OSTEICH,Perciformes,CARANGIDAE,Decapterus,Decapterus punctatus,"(Cuvier, 1829)",Xixarro pintado; Xixarro-branco; Xixarro-de-olho-grande; Xixarro-negrão; Xixarro-pintado; Xixarro-moiro,Round scad; Cigarfish; Dotted scad; Round robin;,1,1,0,0,0,1,0,1,4,DEEP,90,MEDSMALL,21,HMO,"WA, MAR, EA",MCAR,MCAR,PAD,Y,2,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,7,0,,,0,"35, 41, 49",D,,
OSTEICH,Perciformes,CARANGIDAE,Decapterus,Decapterus tabl,"Berry, 1968",,Roughear scad; Redtail scad,1,1,0,0,0,0,0,1,3,VDEEP,400,MED,50,HMO,CT,MCAR,MCAR,PAD,Y,2,,LC,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,8,0,,,0,"31, 70",,,
OSTEICH,Perciformes,CARANGIDAE,Elagatis,Elagatis bipinnulata,"(Quoy & Gaimard, 1825)",Arabaiana azul; Pitangola-azul; Arabaiana norte; Choupa; Enchova; Fogueteiro-Arco-íris; Guaxum; Guaxumba; ,Rainbow runner; Rainbow Yellowtail; Runner; Skipjack; Shoemaker; Spanish jack,1,1,0,0,0,0,0,1,3,VDEEP,154,LARGE,100,HMO,CT,MCAR,PISC,PAD,Y,1,,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,18,0,,,0,"15, 22, 24, 31, 62, 70",,,
OSTEICH,Perciformes,CARANGIDAE,Hemicaranx,Hemicaranx amblyrhynchus,"(Cuvier & Valenciennes, 1833)",Vento-leste; Cabeçuco; Palombeta; Palombeta-do-alto,Bluntnose Jack,0,1,0,0,0,0,1,0,2,MID,50,MED,50,HMO,WA,MCAR,MCAR,PAD,N,1,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,9,0,,,0,,D,,
OSTEICH,Perciformes,CARANGIDAE,Naucrates,Naucrates ductor,"(Linneaus, 1758)",Peixe-piloto; Piloto; Remeiro,Pilot fish,0,0,0,0,1,0,0,1,2,DEEP,100,LARGE,70,HMO,CT,MCAR,MCAR,PAD,Y,0,,LC,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,13,0,,,0,"15, 24",,,
OSTEICH,Perciformes,CARANGIDAE,Oligoplites,Oligoplites palometa,"(Cuvier, 1832)",Guaivira; Tibiro; Tibiro-de-couro; Salteira,Maracaibo leatherjack,0,1,0,0,0,1,1,0,3,MID,45,MED,49.7,HMO,WA,MCAR,MCAR,PAD,N,1,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,8,0,,,0,"9, 69","D, H",,
